,name,short_name,lat_dec,lon_dec,trap_depth_m,ocean,upwelling,reference,data_source,min_size_micron,max_size_micron,duration_days,all_species_counted,taxonomy,remarks,water_depth_m,open,close,N_pachyderma,G_bulloides,T_quinqueloba,G_glutinata,O_universa,G_scitula,G_white,G_ruber,G_siphonifera,P_obliquiloculata,G_truncatulinoides,G_inflata,G_hirsuta,N_dutertrei,G_crassaformis,T_sacculifer,G_rubescens,G_conglobatus,G_falconensis,N_incompta,G_tenellus,G_menardii,G_tumida,G_theyeri,T_parkerae,G_ungulata,G_calida,G_hexagonus,T_humilis,D_anfracta,B_digitata,H_pelagica,T_fleisheri,T_iota,G_uvula,S_dehiscens,C_nitida,G_adamsi,H_digitata,G_conglomerata,B_pumilio
107,Bermuda Atlantic Time Series,BAT,32.083,-64.25,1500 - 3200,NAT,N,"Deuser, W. G., Ross, E. H., Hemleben, C., and Spindler, M.: Seasonal changes in species composition, numbers, mass, size, and isotopic composition of planktonic foraminifera settling into the deep Sargasso Sea, Palaeogeography, Palaeoclimatology, Palaeoecology, 33, 103-127, 10.1016/0031-0182(81)90034-1, 1981.;  Deuser, W. G., and Ross, E. H.: Seasonally abundant planktonic foraminifera of the Sargasso Sea; succession, deep-water fluxes, isotopic compositions, and paleoceanographic implications, Journal of Foraminiferal Research, 19, 268-293, 1989.",NA,125,1000,3436,see remark,Deuser: G. aequilateralis changed to G. siphonifera,"the counts by Salmon (from late 90's) are not exhaustive (bulloides, glutinata and rubescens missing), also made some small changes to make open and close dates consistent. Note that Salmon and Deuser use traps from different depths",4200,07/06/1978 00:00,08/08/1978 00:00,NA,15.7,NA,0,1.59,NA,66.1,3.27,14.3,0,2.26,1.26,0.75,0,0,0.63,4.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,Bermuda Atlantic Time Series,BAT,32.083,-64.25,1500 - 3200,NAT,N,"Deuser, W. G., Ross, E. H., Hemleben, C., and Spindler, M.: Seasonal changes in species composition, numbers, mass, size, and isotopic composition of planktonic foraminifera settling into the deep Sargasso Sea, Palaeogeography, Palaeoclimatology, Palaeoecology, 33, 103-127, 10.1016/0031-0182(81)90034-1, 1981.;  Deuser, W. G., and Ross, E. H.: Seasonally abundant planktonic foraminifera of the Sargasso Sea; succession, deep-water fluxes, isotopic compositions, and paleoceanographic implications, Journal of Foraminiferal Research, 19, 268-293, 1989.",NA,125,1000,3436,see remark,Deuser: G. aequilateralis changed to G. siphonifera,"the counts by Salmon (from late 90's) are not exhaustive (bulloides, glutinata and rubescens missing), also made some small changes to make open and close dates consistent. Note that Salmon and Deuser use traps from different depths",4200,09/08/1978 00:00,10/10/1978 00:00,NA,3.77,NA,0,1.47,NA,83.8,3.94,17.9,0,0.34,0.08,0.01,0.17,0.42,0.34,2.35,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,Bermuda Atlantic Time Series,BAT,32.083,-64.25,1500 - 3200,NAT,N,"Deuser, W. G., Ross, E. H., Hemleben, C., and Spindler, M.: Seasonal changes in species composition, numbers, mass, size, and isotopic composition of planktonic foraminifera settling into the deep Sargasso Sea, Palaeogeography, Palaeoclimatology, Palaeoecology, 33, 103-127, 10.1016/0031-0182(81)90034-1, 1981.;  Deuser, W. G., and Ross, E. H.: Seasonally abundant planktonic foraminifera of the Sargasso Sea; succession, deep-water fluxes, isotopic compositions, and paleoceanographic implications, Journal of Foraminiferal Research, 19, 268-293, 1989.",NA,125,1000,3436,see remark,Deuser: G. aequilateralis changed to G. siphonifera,"the counts by Salmon (from late 90's) are not exhaustive (bulloides, glutinata and rubescens missing), also made some small changes to make open and close dates consistent. Note that Salmon and Deuser use traps from different depths",4200,12/12/1978 00:00,14/02/1979 00:00,NA,104,NA,0,0.57,NA,99,0.72,19.4,14.2,69.5,4.06,1.62,4.67,0,0.97,0,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,Bermuda Atlantic Time Series,BAT,32.083,-64.25,1500 - 3200,NAT,N,"Deuser, W. G., Ross, E. H., Hemleben, C., and Spindler, M.: Seasonal changes in species composition, numbers, mass, size, and isotopic composition of planktonic foraminifera settling into the deep Sargasso Sea, Palaeogeography, Palaeoclimatology, Palaeoecology, 33, 103-127, 10.1016/0031-0182(81)90034-1, 1981.;  Deuser, W. G., and Ross, E. H.: Seasonally abundant planktonic foraminifera of the Sargasso Sea; succession, deep-water fluxes, isotopic compositions, and paleoceanographic implications, Journal of Foraminiferal Research, 19, 268-293, 1989.",NA,125,1000,3436,see remark,Deuser: G. aequilateralis changed to G. siphonifera,"the counts by Salmon (from late 90's) are not exhaustive (bulloides, glutinata and rubescens missing), also made some small changes to make open and close dates consistent. Note that Salmon and Deuser use traps from different depths",4200,24/03/1979 00:00,31/05/1979 00:00,NA,107,NA,63.6,3.63,NA,97.1,3.93,15.8,1.72,14.1,11.5,31.9,17.9,0.65,3.44,7.45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,Bermuda Atlantic Time Series,BAT,32.083,-64.25,1500 - 3200,NAT,N,"Deuser, W. G., Ross, E. H., Hemleben, C., and Spindler, M.: Seasonal changes in species composition, numbers, mass, size, and isotopic composition of planktonic foraminifera settling into the deep Sargasso Sea, Palaeogeography, Palaeoclimatology, Palaeoecology, 33, 103-127, 10.1016/0031-0182(81)90034-1, 1981.;  Deuser, W. G., and Ross, E. H.: Seasonally abundant planktonic foraminifera of the Sargasso Sea; succession, deep-water fluxes, isotopic compositions, and paleoceanographic implications, Journal of Foraminiferal Research, 19, 268-293, 1989.",NA,125,1000,3436,see remark,Deuser: G. aequilateralis changed to G. siphonifera,"the counts by Salmon (from late 90's) are not exhaustive (bulloides, glutinata and rubescens missing), also made some small changes to make open and close dates consistent. Note that Salmon and Deuser use traps from different depths",4200,31/05/1979 00:00,30/07/1979 00:00,NA,5.84,NA,0.61,1.82,NA,59.7,2.42,12.9,0,0.82,0.22,1.39,0.26,0.35,0.17,5.19,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,Bermuda Atlantic Time Series,BAT,32.083,-64.25,1500 - 3200,NAT,N,"Deuser, W. G., Ross, E. H., Hemleben, C., and Spindler, M.: Seasonal changes in species composition, numbers, mass, size, and isotopic composition of planktonic foraminifera settling into the deep Sargasso Sea, Palaeogeography, Palaeoclimatology, Palaeoecology, 33, 103-127, 10.1016/0031-0182(81)90034-1, 1981.;  Deuser, W. G., and Ross, E. H.: Seasonally abundant planktonic foraminifera of the Sargasso Sea; succession, deep-water fluxes, isotopic compositions, and paleoceanographic implications, Journal of Foraminiferal Research, 19, 268-293, 1989.",NA,125,1000,3436,see remark,Deuser: G. aequilateralis changed to G. siphonifera,"the counts by Salmon (from late 90's) are not exhaustive (bulloides, glutinata and rubescens missing), also made some small changes to make open and close dates consistent. Note that Salmon and Deuser use traps from different depths",4200,12/10/1979 00:00,03/12/1979 00:00,NA,9.74,NA,18.7,2.05,NA,105,3,7.6,0,0.3,0,0,0,0.2,0.6,3.75,5.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,Bermuda Atlantic Time Series,BAT,32.083,-64.25,1500 - 3200,NAT,N,"Deuser, W. G., Ross, E. H., Hemleben, C., and Spindler, M.: Seasonal changes in species composition, numbers, mass, size, and isotopic composition of planktonic foraminifera settling into the deep Sargasso Sea, Palaeogeography, Palaeoclimatology, Palaeoecology, 33, 103-127, 10.1016/0031-0182(81)90034-1, 1981.;  Deuser, W. G., and Ross, E. H.: Seasonally abundant planktonic foraminifera of the Sargasso Sea; succession, deep-water fluxes, isotopic compositions, and paleoceanographic implications, Journal of Foraminiferal Research, 19, 268-293, 1989.",NA,125,1000,3436,see remark,Deuser: G. aequilateralis changed to G. siphonifera,"the counts by Salmon (from late 90's) are not exhaustive (bulloides, glutinata and rubescens missing), also made some small changes to make open and close dates consistent. Note that Salmon and Deuser use traps from different depths",4200,05/12/1979 00:00,04/02/1980 00:00,NA,309,NA,30.9,0.81,NA,122,0.51,6.9,6.28,210,0,0,1.17,0.64,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,Bermuda Atlantic Time Series,BAT,32.083,-64.25,1500 - 3200,NAT,N,"Deuser, W. G., Ross, E. H., Hemleben, C., and Spindler, M.: Seasonal changes in species composition, numbers, mass, size, and isotopic composition of planktonic foraminifera settling into the deep Sargasso Sea, Palaeogeography, Palaeoclimatology, Palaeoecology, 33, 103-127, 10.1016/0031-0182(81)90034-1, 1981.;  Deuser, W. G., and Ross, E. H.: Seasonally abundant planktonic foraminifera of the Sargasso Sea; succession, deep-water fluxes, isotopic compositions, and paleoceanographic implications, Journal of Foraminiferal Research, 19, 268-293, 1989.",NA,125,1000,3436,see remark,Deuser: G. aequilateralis changed to G. siphonifera,"the counts by Salmon (from late 90's) are not exhaustive (bulloides, glutinata and rubescens missing), also made some small changes to make open and close dates consistent. Note that Salmon and Deuser use traps from different depths",4200,06/02/1980 00:00,07/04/1980 00:00,NA,436,NA,70.3,1.07,NA,49.7,0.32,6.9,0.85,51.7,11.3,17,3.94,0.68,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,Bermuda Atlantic Time Series,BAT,32.083,-64.25,1500 - 3200,NAT,N,"Deuser, W. G., Ross, E. H., Hemleben, C., and Spindler, M.: Seasonal changes in species composition, numbers, mass, size, and isotopic composition of planktonic foraminifera settling into the deep Sargasso Sea, Palaeogeography, Palaeoclimatology, Palaeoecology, 33, 103-127, 10.1016/0031-0182(81)90034-1, 1981.;  Deuser, W. G., and Ross, E. H.: Seasonally abundant planktonic foraminifera of the Sargasso Sea; succession, deep-water fluxes, isotopic compositions, and paleoceanographic implications, Journal of Foraminiferal Research, 19, 268-293, 1989.",NA,125,1000,3436,see remark,Deuser: G. aequilateralis changed to G. siphonifera,"the counts by Salmon (from late 90's) are not exhaustive (bulloides, glutinata and rubescens missing), also made some small changes to make open and close dates consistent. Note that Salmon and Deuser use traps from different depths",4200,15/04/1980 00:00,17/06/1980 00:00,NA,92.8,NA,101,4.06,NA,86.6,4.78,12.2,0.52,5.98,3.3,18.6,3.5,1.13,0.82,1.65,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,Bermuda Atlantic Time Series,BAT,32.083,-64.25,1500 - 3200,NAT,N,"Deuser, W. G., Ross, E. H., Hemleben, C., and Spindler, M.: Seasonal changes in species composition, numbers, mass, size, and isotopic composition of planktonic foraminifera settling into the deep Sargasso Sea, Palaeogeography, Palaeoclimatology, Palaeoecology, 33, 103-127, 10.1016/0031-0182(81)90034-1, 1981.;  Deuser, W. G., and Ross, E. H.: Seasonally abundant planktonic foraminifera of the Sargasso Sea; succession, deep-water fluxes, isotopic compositions, and paleoceanographic implications, Journal of Foraminiferal Research, 19, 268-293, 1989.",NA,125,1000,3436,see remark,Deuser: G. aequilateralis changed to G. siphonifera,"the counts by Salmon (from late 90's) are not exhaustive (bulloides, glutinata and rubescens missing), also made some small changes to make open and close dates consistent. Note that Salmon and Deuser use traps from different depths",4200,20/06/1980 00:00,11/08/1980 00:00,NA,7.49,NA,3,1.7,NA,72.4,2.8,8,0,1.87,0.3,0.37,0,0.5,0.3,2.12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,Bermuda Atlantic Time Series,BAT,32.083,-64.25,1500 - 3200,NAT,N,"Deuser, W. G., Ross, E. H., Hemleben, C., and Spindler, M.: Seasonal changes in species composition, numbers, mass, size, and isotopic composition of planktonic foraminifera settling into the deep Sargasso Sea, Palaeogeography, Palaeoclimatology, Palaeoecology, 33, 103-127, 10.1016/0031-0182(81)90034-1, 1981.;  Deuser, W. G., and Ross, E. H.: Seasonally abundant planktonic foraminifera of the Sargasso Sea; succession, deep-water fluxes, isotopic compositions, and paleoceanographic implications, Journal of Foraminiferal Research, 19, 268-293, 1989.",NA,125,1000,3436,see remark,Deuser: G. aequilateralis changed to G. siphonifera,"the counts by Salmon (from late 90's) are not exhaustive (bulloides, glutinata and rubescens missing), also made some small changes to make open and close dates consistent. Note that Salmon and Deuser use traps from different depths",4200,11/08/1980 00:00,14/10/1980 00:00,NA,21.3,NA,4.22,4.34,NA,87.2,3.9,9.6,0,0.28,0,0,0,0.24,0.24,4.77,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,Bermuda Atlantic Time Series,BAT,32.083,-64.25,1500 - 3200,NAT,N,"Deuser, W. G., Ross, E. H., Hemleben, C., and Spindler, M.: Seasonal changes in species composition, numbers, mass, size, and isotopic composition of planktonic foraminifera settling into the deep Sargasso Sea, Palaeogeography, Palaeoclimatology, Palaeoecology, 33, 103-127, 10.1016/0031-0182(81)90034-1, 1981.;  Deuser, W. G., and Ross, E. H.: Seasonally abundant planktonic foraminifera of the Sargasso Sea; succession, deep-water fluxes, isotopic compositions, and paleoceanographic implications, Journal of Foraminiferal Research, 19, 268-293, 1989.",NA,125,1000,3436,see remark,Deuser: G. aequilateralis changed to G. siphonifera,"the counts by Salmon (from late 90's) are not exhaustive (bulloides, glutinata and rubescens missing), also made some small changes to make open and close dates consistent. Note that Salmon and Deuser use traps from different depths",4200,17/10/1980 00:00,09/12/1980 00:00,NA,19.2,NA,20,2.75,NA,128,4.31,16.7,10.2,1.23,0,0,1.59,0.39,0.78,0.78,2.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,Bermuda Atlantic Time Series,BAT,32.083,-64.25,1500 - 3200,NAT,N,"Deuser, W. G., Ross, E. H., Hemleben, C., and Spindler, M.: Seasonal changes in species composition, numbers, mass, size, and isotopic composition of planktonic foraminifera settling into the deep Sargasso Sea, Palaeogeography, Palaeoclimatology, Palaeoecology, 33, 103-127, 10.1016/0031-0182(81)90034-1, 1981.;  Deuser, W. G., and Ross, E. H.: Seasonally abundant planktonic foraminifera of the Sargasso Sea; succession, deep-water fluxes, isotopic compositions, and paleoceanographic implications, Journal of Foraminiferal Research, 19, 268-293, 1989.",NA,125,1000,3436,see remark,Deuser: G. aequilateralis changed to G. siphonifera,"the counts by Salmon (from late 90's) are not exhaustive (bulloides, glutinata and rubescens missing), also made some small changes to make open and close dates consistent. Note that Salmon and Deuser use traps from different depths",4200,05/02/1981 00:00,07/04/1981 00:00,NA,202,NA,60.7,2.85,NA,58.4,0,19.6,3.09,38.6,8.84,22.4,4.79,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,Bermuda Atlantic Time Series,BAT,32.083,-64.25,1500 - 3200,NAT,N,"Deuser, W. G., Ross, E. H., Hemleben, C., and Spindler, M.: Seasonal changes in species composition, numbers, mass, size, and isotopic composition of planktonic foraminifera settling into the deep Sargasso Sea, Palaeogeography, Palaeoclimatology, Palaeoecology, 33, 103-127, 10.1016/0031-0182(81)90034-1, 1981.;  Deuser, W. G., and Ross, E. H.: Seasonally abundant planktonic foraminifera of the Sargasso Sea; succession, deep-water fluxes, isotopic compositions, and paleoceanographic implications, Journal of Foraminiferal Research, 19, 268-293, 1989.",NA,125,1000,3436,see remark,Deuser: G. aequilateralis changed to G. siphonifera,"the counts by Salmon (from late 90's) are not exhaustive (bulloides, glutinata and rubescens missing), also made some small changes to make open and close dates consistent. Note that Salmon and Deuser use traps from different depths",4200,08/04/1981 00:00,26/05/1981 00:00,NA,487,NA,176,9.42,NA,90.6,13.4,23.5,3.52,9.6,12.2,74.4,22.1,1.5,3.11,10.8,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,Bermuda Atlantic Time Series,BAT,32.083,-64.25,1500 - 3200,NAT,N,"Deuser, W. G., Ross, E. H., Hemleben, C., and Spindler, M.: Seasonal changes in species composition, numbers, mass, size, and isotopic composition of planktonic foraminifera settling into the deep Sargasso Sea, Palaeogeography, Palaeoclimatology, Palaeoecology, 33, 103-127, 10.1016/0031-0182(81)90034-1, 1981.;  Deuser, W. G., and Ross, E. H.: Seasonally abundant planktonic foraminifera of the Sargasso Sea; succession, deep-water fluxes, isotopic compositions, and paleoceanographic implications, Journal of Foraminiferal Research, 19, 268-293, 1989.",NA,125,1000,3436,see remark,Deuser: G. aequilateralis changed to G. siphonifera,"the counts by Salmon (from late 90's) are not exhaustive (bulloides, glutinata and rubescens missing), also made some small changes to make open and close dates consistent. Note that Salmon and Deuser use traps from different depths",4200,27/05/1981 00:00,21/07/1981 00:00,NA,16.5,NA,10.4,6.97,NA,54.1,1.89,9.8,0,1.42,0.76,1.89,0,0,0,3.07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,Bermuda Atlantic Time Series,BAT,32.083,-64.25,1500 - 3200,NAT,N,"Deuser, W. G., Ross, E. H., Hemleben, C., and Spindler, M.: Seasonal changes in species composition, numbers, mass, size, and isotopic composition of planktonic foraminifera settling into the deep Sargasso Sea, Palaeogeography, Palaeoclimatology, Palaeoecology, 33, 103-127, 10.1016/0031-0182(81)90034-1, 1981.;  Deuser, W. G., and Ross, E. H.: Seasonally abundant planktonic foraminifera of the Sargasso Sea; succession, deep-water fluxes, isotopic compositions, and paleoceanographic implications, Journal of Foraminiferal Research, 19, 268-293, 1989.",NA,125,1000,3436,see remark,Deuser: G. aequilateralis changed to G. siphonifera,"the counts by Salmon (from late 90's) are not exhaustive (bulloides, glutinata and rubescens missing), also made some small changes to make open and close dates consistent. Note that Salmon and Deuser use traps from different depths",4200,21/07/1981 00:00,15/09/1981 00:00,NA,14.6,NA,8.12,6.39,NA,82.3,7.77,8.6,0,0.58,0.19,1.16,0,0,0.74,5.57,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,Bermuda Atlantic Time Series,BAT,32.083,-64.25,1500 - 3200,NAT,N,"Deuser, W. G., Ross, E. H., Hemleben, C., and Spindler, M.: Seasonal changes in species composition, numbers, mass, size, and isotopic composition of planktonic foraminifera settling into the deep Sargasso Sea, Palaeogeography, Palaeoclimatology, Palaeoecology, 33, 103-127, 10.1016/0031-0182(81)90034-1, 1981.;  Deuser, W. G., and Ross, E. H.: Seasonally abundant planktonic foraminifera of the Sargasso Sea; succession, deep-water fluxes, isotopic compositions, and paleoceanographic implications, Journal of Foraminiferal Research, 19, 268-293, 1989.",NA,125,1000,3436,see remark,Deuser: G. aequilateralis changed to G. siphonifera,"the counts by Salmon (from late 90's) are not exhaustive (bulloides, glutinata and rubescens missing), also made some small changes to make open and close dates consistent. Note that Salmon and Deuser use traps from different depths",4200,17/09/1981 00:00,02/12/1981 00:00,NA,23.4,NA,29,5.61,NA,150,4.53,13,0,0.27,0,0.14,0,0,0.82,6.15,3.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,Bermuda Atlantic Time Series,BAT,32.083,-64.25,1500 - 3200,NAT,N,"Deuser, W. G., Ross, E. H., Hemleben, C., and Spindler, M.: Seasonal changes in species composition, numbers, mass, size, and isotopic composition of planktonic foraminifera settling into the deep Sargasso Sea, Palaeogeography, Palaeoclimatology, Palaeoecology, 33, 103-127, 10.1016/0031-0182(81)90034-1, 1981.;  Deuser, W. G., and Ross, E. H.: Seasonally abundant planktonic foraminifera of the Sargasso Sea; succession, deep-water fluxes, isotopic compositions, and paleoceanographic implications, Journal of Foraminiferal Research, 19, 268-293, 1989.",NA,125,1000,3436,see remark,Deuser: G. aequilateralis changed to G. siphonifera,"the counts by Salmon (from late 90's) are not exhaustive (bulloides, glutinata and rubescens missing), also made some small changes to make open and close dates consistent. Note that Salmon and Deuser use traps from different depths",4200,02/12/1981 00:00,02/02/1982 00:00,NA,107,NA,34.6,4.69,NA,105,0.34,8,3.67,117,1.05,0,0,0,0.38,0,2.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,Bermuda Atlantic Time Series,BAT,32.083,-64.25,1500 - 3200,NAT,N,"Deuser, W. G., Ross, E. H., Hemleben, C., and Spindler, M.: Seasonal changes in species composition, numbers, mass, size, and isotopic composition of planktonic foraminifera settling into the deep Sargasso Sea, Palaeogeography, Palaeoclimatology, Palaeoecology, 33, 103-127, 10.1016/0031-0182(81)90034-1, 1981.;  Deuser, W. G., and Ross, E. H.: Seasonally abundant planktonic foraminifera of the Sargasso Sea; succession, deep-water fluxes, isotopic compositions, and paleoceanographic implications, Journal of Foraminiferal Research, 19, 268-293, 1989.",NA,125,1000,3436,see remark,Deuser: G. aequilateralis changed to G. siphonifera,"the counts by Salmon (from late 90's) are not exhaustive (bulloides, glutinata and rubescens missing), also made some small changes to make open and close dates consistent. Note that Salmon and Deuser use traps from different depths",4200,02/02/1982 00:00,06/04/1982 00:00,NA,407,NA,50.5,3.79,NA,70.1,1.65,10.8,5.05,45.8,9.89,41.6,5.98,1.65,0.66,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,Bermuda Atlantic Time Series,BAT,32.083,-64.25,1500 - 3200,NAT,N,"Deuser, W. G., Ross, E. H., Hemleben, C., and Spindler, M.: Seasonal changes in species composition, numbers, mass, size, and isotopic composition of planktonic foraminifera settling into the deep Sargasso Sea, Palaeogeography, Palaeoclimatology, Palaeoecology, 33, 103-127, 10.1016/0031-0182(81)90034-1, 1981.;  Deuser, W. G., and Ross, E. H.: Seasonally abundant planktonic foraminifera of the Sargasso Sea; succession, deep-water fluxes, isotopic compositions, and paleoceanographic implications, Journal of Foraminiferal Research, 19, 268-293, 1989.",NA,125,1000,3436,see remark,Deuser: G. aequilateralis changed to G. siphonifera,"the counts by Salmon (from late 90's) are not exhaustive (bulloides, glutinata and rubescens missing), also made some small changes to make open and close dates consistent. Note that Salmon and Deuser use traps from different depths",4200,13/04/1982 00:00,08/06/1982 00:00,NA,72.7,NA,67.3,7,NA,76,21.1,34,2.55,3.83,6.03,11.2,5.68,2.2,8.93,13.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,Bermuda Atlantic Time Series,BAT,32.083,-64.25,1500 - 3200,NAT,N,"Deuser, W. G., Ross, E. H., Hemleben, C., and Spindler, M.: Seasonal changes in species composition, numbers, mass, size, and isotopic composition of planktonic foraminifera settling into the deep Sargasso Sea, Palaeogeography, Palaeoclimatology, Palaeoecology, 33, 103-127, 10.1016/0031-0182(81)90034-1, 1981.;  Deuser, W. G., and Ross, E. H.: Seasonally abundant planktonic foraminifera of the Sargasso Sea; succession, deep-water fluxes, isotopic compositions, and paleoceanographic implications, Journal of Foraminiferal Research, 19, 268-293, 1989.",NA,125,1000,3436,see remark,Deuser: G. aequilateralis changed to G. siphonifera,"the counts by Salmon (from late 90's) are not exhaustive (bulloides, glutinata and rubescens missing), also made some small changes to make open and close dates consistent. Note that Salmon and Deuser use traps from different depths",4200,11/06/1982 00:00,17/08/1982 00:00,NA,9.3,NA,18,5.66,NA,102,18,19.9,0,0.66,1.26,2.52,2.52,1.84,11.15,9.3,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,Bermuda Atlantic Time Series,BAT,32.083,-64.25,1500 - 3200,NAT,N,"Deuser, W. G., Ross, E. H., Hemleben, C., and Spindler, M.: Seasonal changes in species composition, numbers, mass, size, and isotopic composition of planktonic foraminifera settling into the deep Sargasso Sea, Palaeogeography, Palaeoclimatology, Palaeoecology, 33, 103-127, 10.1016/0031-0182(81)90034-1, 1981.;  Deuser, W. G., and Ross, E. H.: Seasonally abundant planktonic foraminifera of the Sargasso Sea; succession, deep-water fluxes, isotopic compositions, and paleoceanographic implications, Journal of Foraminiferal Research, 19, 268-293, 1989.",NA,125,1000,3436,see remark,Deuser: G. aequilateralis changed to G. siphonifera,"the counts by Salmon (from late 90's) are not exhaustive (bulloides, glutinata and rubescens missing), also made some small changes to make open and close dates consistent. Note that Salmon and Deuser use traps from different depths",4200,18/10/1982 00:00,07/12/1982 00:00,NA,2.08,NA,11.2,2.73,NA,78.2,3.53,6.6,0.21,0,0,0,0.62,0,0.21,0.62,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,Bermuda Atlantic Time Series,BAT,32.083,-64.25,1500 - 3200,NAT,N,"Deuser, W. G., Ross, E. H., Hemleben, C., and Spindler, M.: Seasonal changes in species composition, numbers, mass, size, and isotopic composition of planktonic foraminifera settling into the deep Sargasso Sea, Palaeogeography, Palaeoclimatology, Palaeoecology, 33, 103-127, 10.1016/0031-0182(81)90034-1, 1981.;  Deuser, W. G., and Ross, E. H.: Seasonally abundant planktonic foraminifera of the Sargasso Sea; succession, deep-water fluxes, isotopic compositions, and paleoceanographic implications, Journal of Foraminiferal Research, 19, 268-293, 1989.",NA,125,1000,3436,see remark,Deuser: G. aequilateralis changed to G. siphonifera,"the counts by Salmon (from late 90's) are not exhaustive (bulloides, glutinata and rubescens missing), also made some small changes to make open and close dates consistent. Note that Salmon and Deuser use traps from different depths",4200,17/01/1983 00:00,16/03/1983 00:00,NA,203,NA,21.5,0.81,NA,45.7,0,3.7,8.96,69.8,12.9,30.9,2.87,2.15,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,Bermuda Atlantic Time Series,BAT,32.083,-64.25,1500 - 3200,NAT,N,"Deuser, W. G., Ross, E. H., Hemleben, C., and Spindler, M.: Seasonal changes in species composition, numbers, mass, size, and isotopic composition of planktonic foraminifera settling into the deep Sargasso Sea, Palaeogeography, Palaeoclimatology, Palaeoecology, 33, 103-127, 10.1016/0031-0182(81)90034-1, 1981.;  Deuser, W. G., and Ross, E. H.: Seasonally abundant planktonic foraminifera of the Sargasso Sea; succession, deep-water fluxes, isotopic compositions, and paleoceanographic implications, Journal of Foraminiferal Research, 19, 268-293, 1989.",NA,125,1000,3436,see remark,Deuser: G. aequilateralis changed to G. siphonifera,"the counts by Salmon (from late 90's) are not exhaustive (bulloides, glutinata and rubescens missing), also made some small changes to make open and close dates consistent. Note that Salmon and Deuser use traps from different depths",4200,16/03/1983 00:00,25/05/1983 00:00,NA,71.2,NA,61.7,3.01,NA,44.4,0,9.3,0,35.7,17.8,82,5.34,1.19,0,2.37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
